album_411,art_name_17_17_,7
album_470,art_name_61_61_61,1
album_194,art_name_1_1_1_,7
album_438,art_name_30_30_,6
album_169,art_name_9_9_9_,3
album_499,art_name_42_42_42,1
album_414,art_name_88_88_,1
album_463,art_name_13_13_13_1,2
album_129,art_name_61_61_61,2
album_172,art_name_31_31_31,3
album_438,art_name_30_30_,10
album_32,art_name_97_97_97,4
album_148,art_name_36_36_,13
album_44,art_name_23_23_23,1
album_370,art_name_94_94_94,6
album_396,art_name_42_42_42,12
album_411,art_name_17_17_,3
album_162,art_name_78_78_78,11
album_62,art_name_1_1_1_,6
album_999,art_name_51_51_51_5,1
album_73,art_name_60_60_,5
album_474,art_name_4_4_4_,7
album_4,art_name_54_54_54_5,1
album_297,art_name_69_69_,4
album_57,art_name_96_96_,5
album_194,art_name_1_1_1_,13
album_344,art_name_2_2_2_,1
album_401,art_name_60_60_,8
album_162,art_name_78_78_78,1
album_4,art_name_54_54_54_5,11
album_135,art_name_67_67_67,4
album_297,art_name_69_69_,5
album_414,art_name_88_88_,2
album_272,art_name_8_8_8_,7
album_492,art_name_14_14_,2
album_396,art_name_42_42_42,5
album_442,art_name_52_52_,5
album_455,art_name_13_13_13_1,2
album_458,art_name_41_41_,2
album_291,art_name_60_60_,2
album_135,art_name_67_67_67,8
album_155,art_name_77_77_,5
album_291,art_name_60_60_,4
album_4,art_name_54_54_54_5,10
album_414,art_name_88_88_,3
album_208,art_name_12_12_12,8
album_370,art_name_94_94_94,9
album_424,art_name_39_39_,3
album_73,art_name_60_60_,7
album_103,art_name_92_92_92_9,2
album_414,art_name_88_88_,4
album_20,art_name_32_32_32_3,9
album_246,art_name_70_70_70_7,8
album_278,art_name_60_60_,6
album_370,art_name_94_94_94,5
album_125,art_name_6_6_6_,5
album_424,art_name_39_39_,2
album_194,art_name_1_1_1_,4
album_162,art_name_78_78_78,13
album_438,art_name_30_30_,4
album_381,art_name_92_92_92_9,5
album_83,art_name_93_93_,1
album_291,art_name_60_60_,5
album_370,art_name_94_94_94,4
album_83,art_name_93_93_,3
album_11,art_name_75_75_75,3
album_194,art_name_1_1_1_,9
album_460,art_name_93_93_,2
album_11,art_name_75_75_75,2
album_460,art_name_93_93_,7
album_370,art_name_94_94_94,8
album_460,art_name_93_93_,4
album_44,art_name_23_23_23,9
album_32,art_name_97_97_97,3
album_194,art_name_1_1_1_,11
album_103,art_name_92_92_92_9,1
album_250,art_name_15_15_15,12
album_424,art_name_39_39_,7
album_278,art_name_60_60_,9
album_408,art_name_84_84_84_8,3
album_20,art_name_32_32_32_3,8
album_4,art_name_54_54_54_5,13
album_309,art_name_98_98_98_9,1
album_11,art_name_75_75_75,6
album_442,art_name_52_52_,4
album_187,art_name_10_10_10_1,5
album_438,art_name_30_30_,7
album_125,art_name_6_6_6_,3
album_172,art_name_31_31_31,6
album_125,art_name_6_6_6_,1
album_423,art_name_16_16_16_1,6
album_335,art_name_97_97_97,9
album_278,art_name_60_60_,1
album_474,art_name_4_4_4_,5
album_44,art_name_23_23_23,7
album_73,art_name_60_60_,4
album_250,art_name_15_15_15,2
album_417,art_name_36_36_,3
album_148,art_name_36_36_,1
album_424,art_name_39_39_,5
album_148,art_name_36_36_,6
album_474,art_name_4_4_4_,1
album_458,art_name_41_41_,4
album_250,art_name_15_15_15,6
album_291,art_name_60_60_,10
album_489,art_name_94_94_94,9
album_62,art_name_1_1_1_,3
album_129,art_name_61_61_61,6
album_148,art_name_36_36_,5
album_474,art_name_4_4_4_,4
album_272,art_name_8_8_8_,5
album_483,art_name_59_59_59,7
album_479,art_name_32_32_32_3,1
album_438,art_name_30_30_,8
album_4,art_name_54_54_54_5,9
album_187,art_name_10_10_10_1,1
album_417,art_name_36_36_,4
album_335,art_name_97_97_97,2
album_335,art_name_97_97_97,7
album_313,art_name_18_18_18,8
album_148,art_name_36_36_,11
album_194,art_name_1_1_1_,14
album_169,art_name_9_9_9_,4
album_44,art_name_23_23_23,5
album_208,art_name_12_12_12,4
album_272,art_name_8_8_8_,6
album_309,art_name_98_98_98_9,7
album_278,art_name_60_60_,10
album_442,art_name_52_52_,7
album_10,art_name_21_21_21_2,2
album_4,art_name_54_54_54_5,12
album_999,art_name_51_51_51_5,7
album_125,art_name_6_6_6_,2
album_444,art_name_63_63_,4
album_129,art_name_61_61_61,9
album_999,art_name_51_51_51_5,8
album_291,art_name_60_60_,7
album_162,art_name_78_78_78,2
album_129,art_name_61_61_61,11
album_194,art_name_1_1_1_,8
album_135,art_name_67_67_67,9
album_401,art_name_60_60_,4
album_396,art_name_42_42_42,2
album_320,art_name_46_46_46_4,4
album_169,art_name_9_9_9_,5
album_208,art_name_12_12_12,6
album_172,art_name_31_31_31,8
album_438,art_name_30_30_,9
album_313,art_name_18_18_18,5
album_148,art_name_36_36_,2
album_73,art_name_60_60_,8
