art_name_78_78_78,0.00
art_name_74_74_,66.67
art_name_47_47_,40.00
art_name_65_65_65_6,66.67
art_name_70_70_70_7,0.00
art_name_100_100_1,0.00
art_name_46_46_46_4,28.57
art_name_7_7_7_,100.00
art_name_29_29_29,25.00
art_name_95_95_95_9,100.00
art_name_60_60_,20.00
art_name_37_37_37,33.33
art_name_33_33_,100.00
art_name_18_18_18,80.00
art_name_57_57_57_5,66.67
art_name_83_83_83,50.00
art_name_14_14_,0.00
art_name_97_97_97,16.67
art_name_5_5_5_,62.50
art_name_2_2_2_,33.33
art_name_53_53_53,40.00
art_name_13_13_13_1,28.57
art_name_20_20_20,25.00
art_name_25_25_,50.00
art_name_48_48_48,100.00
art_name_68_68_68_6,33.33
art_name_63_63_,33.33
art_name_79_79_79_7,54.55
art_name_76_76_76_7,25.00
art_name_94_94_94,40.00
art_name_55_55_,33.33
art_name_44_44_,0.00
art_name_27_27_27_2,28.57
art_name_50_50_50,66.67
art_name_15_15_15,33.33
art_name_41_41_,50.00
art_name_67_67_67,50.00
art_name_85_85_,71.43
art_name_73_73_73_7,50.00
art_name_93_93_,40.00
art_name_26_26_26,33.33
art_name_81_81_81_8,25.00
art_name_54_54_54_5,62.50
art_name_49_49_49_4,42.86
art_name_75_75_75,28.57
art_name_84_84_84_8,33.33
art_name_12_12_12,33.33
art_name_23_23_23,50.00
art_name_66_66_,66.67
art_name_89_89_89,50.00
art_name_40_40_40_4,57.14
art_name_58_58_,100.00
art_name_16_16_16_1,50.00
art_name_45_45_45,0.00
art_name_86_86_86,33.33
art_name_88_88_,33.33
art_name_34_34_34,55.56
art_name_51_51_51_5,20.00
art_name_98_98_98_9,50.00
art_name_92_92_92_9,33.33
art_name_77_77_,33.33
art_name_8_8_8_,25.00
art_name_17_17_,42.86
art_name_91_91_91,71.43
art_name_19_19_19_1,16.67
art_name_11_11_,60.00
art_name_96_96_,0.00
art_name_9_9_9_,80.00
art_name_4_4_4_,57.14
art_name_31_31_31,0.00
art_name_22_22_,50.00
art_name_24_24_24_2,33.33
art_name_10_10_10_1,0.00
art_name_56_56_56,50.00
art_name_69_69_,60.00
art_name_3_3_3_,20.00
art_name_43_43_43_4,42.86
art_name_72_72_72,50.00
art_name_6_6_6_,42.86
art_name_1_1_1_,33.33
art_name_32_32_32_3,33.33
art_name_42_42_42,33.33
art_name_39_39_,0.00
art_name_62_62_62_6,40.00
art_name_71_71_,25.00
art_name_87_87_87_8,33.33
art_name_52_52_,25.00
art_name_61_61_61,14.29
art_name_21_21_21_2,50.00
art_name_35_35_35_3,0.00
art_name_99_99_,0.00
art_name_36_36_,42.86
art_name_38_38_38_3,0.00
art_name_80_80_80,60.00
art_name_30_30_,40.00
art_name_82_82_,66.67
art_name_59_59_59,40.00
art_name_90_90_,80.00
