album_308,art_name_10_10_10_1,2
album_184,art_name_5_5_5_,2
album_162,art_name_78_78_78,1
album_480,art_name_49_49_49_4,2
album_265,art_name_98_98_98_9,1
album_224,art_name_2_2_2_,1
album_398,art_name_21_21_21_2,3
album_252,art_name_79_79_79_7,1
album_172,art_name_31_31_31,1
album_67,art_name_19_19_19_1,1
album_311,art_name_51_51_51_5,1
album_132,art_name_77_77_,1
album_194,art_name_1_1_1_,1
album_457,art_name_16_16_16_1,1
album_307,art_name_82_82_,2
album_2,art_name_55_55_,2
album_177,art_name_95_95_95_9,2
album_396,art_name_42_42_42,1
album_64,art_name_87_87_87_8,1
album_115,art_name_40_40_40_4,3
album_491,art_name_48_48_48,1
album_290,art_name_59_59_59,2
album_166,art_name_58_58_,1
album_214,art_name_79_79_79_7,1
album_45,art_name_43_43_43_4,1
album_83,art_name_93_93_,2
album_270,art_name_83_83_83,1
album_435,art_name_34_34_34,1
album_139,art_name_76_76_76_7,1
album_58,art_name_37_37_37,1
album_48,art_name_62_62_62_6,2
album_156,art_name_96_96_,1
album_213,art_name_73_73_73_7,3
album_129,art_name_61_61_61,3
album_222,art_name_36_36_,1
album_212,art_name_88_88_,1
album_353,art_name_20_20_20,1
album_18,art_name_52_52_,1
album_144,art_name_42_42_42,2
album_126,art_name_77_77_,2
album_163,art_name_60_60_,1
album_405,art_name_54_54_54_5,1
album_102,art_name_78_78_78,1
album_149,art_name_17_17_,1
album_127,art_name_80_80_80,2
album_51,art_name_87_87_87_8,1
album_341,art_name_43_43_43_4,1
album_66,art_name_38_38_38_3,1
album_500,art_name_42_42_42,2
album_319,art_name_18_18_18,1
album_196,art_name_75_75_75,1
album_33,art_name_53_53_53,1
album_179,art_name_54_54_54_5,1
album_57,art_name_96_96_,1
album_239,art_name_85_85_,1
album_294,art_name_30_30_,1
album_225,art_name_15_15_15,2
album_29,art_name_51_51_51_5,1
album_75,art_name_49_49_49_4,1
album_159,art_name_16_16_16_1,1
album_220,art_name_22_22_,1
album_419,art_name_81_81_81_8,1
album_131,art_name_77_77_,1
album_20,art_name_32_32_32_3,1
album_420,art_name_2_2_2_,1
album_326,art_name_63_63_,2
album_273,art_name_94_94_94,2
album_449,art_name_80_80_80,3
album_137,art_name_51_51_51_5,2
album_197,art_name_59_59_59,3
album_459,art_name_41_41_,3
album_271,art_name_7_7_7_,4
album_151,art_name_92_92_92_9,1
album_217,art_name_75_75_75,1
album_266,art_name_61_61_61,1
album_97,art_name_69_69_,2
album_268,art_name_7_7_7_,1
album_81,art_name_93_93_,2
album_253,art_name_85_85_,2
album_86,art_name_3_3_3_,2
album_170,art_name_90_90_,2
album_37,art_name_5_5_5_,1
album_359,art_name_43_43_43_4,1
album_292,art_name_91_91_91,1
album_000,art_name_4_4_4_,4
album_111,art_name_97_97_97,2
album_427,art_name_59_59_59,1
album_346,art_name_62_62_62_6,2
album_148,art_name_36_36_,1
album_124,art_name_99_99_,2
album_342,art_name_90_90_,1
album_436,art_name_1_1_1_,1
album_7,art_name_54_54_54_5,1
album_469,art_name_91_91_91,1
album_296,art_name_7_7_7_,2
album_428,art_name_37_37_37,1
album_384,art_name_17_17_,3
album_454,art_name_15_15_15,1
album_208,art_name_12_12_12,1
album_141,art_name_76_76_76_7,2
album_363,art_name_30_30_,1
album_468,art_name_5_5_5_,1
album_54,art_name_85_85_,1
album_195,art_name_36_36_,1
album_12,art_name_5_5_5_,1
album_462,art_name_27_27_27_2,1
album_130,art_name_12_12_12,1
album_88,art_name_58_58_,3
album_304,art_name_46_46_46_4,1
album_262,art_name_81_81_81_8,1
album_298,art_name_17_17_,1
