34,37.07
10,33.28
5,0.00
82,21.01
39,7.03
98,24.58
74,15.79
31,13.89
90,24.09
29,0.00
30,9.08
6,0.00
45,26.82
57,24.35
32,25.77
85,34.25
94,42.82
27,0.00
28,22.69
9,0.00
48,18.30
49,8.20
22,0.00
42,27.92
69,12.25
58,46.33
111,0.00
92,7.49
97,12.06
68,41.56
26,41.66
24,38.72
44,28.17
77,18.74
12,0.00
84,39.17
91,15.67
20,0.00
87,28.52
59,13.38
70,44.26
93,42.82
61,10.54
89,36.70
53,0.00
95,0.00
83,31.99
4,0.00
15,11.80
73,11.93
62,12.03
100,30.34
3,9.42
99,0.00
72,40.55
21,30.64
78,29.19
96,0.00
1,45.17
37,18.45
16,28.42
46,11.42
25,29.28
65,9.94
8,10.04
66,33.59
76,32.47
7,38.28
35,8.17
80,0.00
14,13.24
56,24.27
2,45.65
47,40.65
88,32.80
17,20.60
81,22.44
