8,92
80,105
16,102
54,79
47,73
46,119
99,219
48,118
83,123
28,110
94,125
36,181
15,103
77,103
4,76
30,87
73,128
95,96
40,85
56,130
53,89
62,111
92,89
23,84
20,152
44,104
82,85
25,98
58,95
1,111
26,53
86,120
49,113
13,109
22,129
91,149
70,96
45,116
27,117
155,0
60,155
93,61
21,96
97,202
75,71
5,83
43,194
11,150
39,105
3,133
61,92
96,113
67,120
87,114
14,98
17,74
66,98
89,91
50,126
33,97
19,102
57,118
51,167
65,136
35,112
31,167
52,255
76,87
69,97
37,94
85,97
34,76
81,108
32,89
12,69
10,100
79,125
42,57
90,72
18,78
59,198
78,92
98,97
100,75
63,72
9,65
24,96
64,84
55,117
68,90
84,136
88,84
38,83
74,164
6,99
71,125
29,72
2,84
72,118
41,105
7,92
